Tensegrity Inverse Kinematics Results
Parameters:
Dimensionality, Timestamp, Nodes, Cables, Bars, Computation Method
2, 16-May-2019_11-06-38, 7, 4, 5, rigid body
Inputs: row = timestep and col = cable no.,Col > s = states,States are x y rot (per body)
10.87,-0.53431,-2.852,1.8029,0,0,0,0.26802,0.090507,-0.3927
10.627,-0.31581,-2.768,1.698,0,0,0,0.26899,0.09291,-0.37667
10.384,-0.09612,-2.6831,1.5929,0,0,0,0.26993,0.095328,-0.36064
10.139,0.12474,-2.5974,1.4878,0,0,0,0.27082,0.097761,-0.34461
9.8934,0.34675,-2.5109,1.3827,0,0,0,0.27168,0.10021,-0.32858
9.6467,0.56988,-2.4236,1.2776,0,0,0,0.2725,0.10267,-0.31256
9.3992,0.79409,-2.3355,1.1725,0,0,0,0.27327,0.10514,-0.29653
9.1509,1.0194,-2.2468,1.0674,0,0,0,0.27401,0.10763,-0.2805
8.9019,1.2457,-2.1572,0.96242,0,0,0,0.27471,0.11012,-0.26447
8.6523,1.473,-2.067,0.85754,0,0,0,0.27537,0.11263,-0.24844
8.4022,1.7012,-1.976,0.75279,0,0,0,0.27598,0.11515,-0.23241
8.1516,1.9304,-1.8844,0.64818,0,0,0,0.27656,0.11768,-0.21639
7.9007,2.1606,-1.7921,0.54375,0,0,0,0.2771,0.12021,-0.20036
7.6495,2.3915,-1.6991,0.43952,0,0,0,0.27759,0.12276,-0.18433
7.3981,2.6234,-1.6055,0.3355,0,0,0,0.27805,0.12531,-0.1683
7.149,2.8585,-1.5096,0.23324,0,0,0,0.27846,0.12787,-0.15227
6.9034,3.0981,-1.4108,0.13344,0,0,0,0.27883,0.13043,-0.13624
6.6576,3.3384,-1.3114,0.033899,0,0,0,0.27917,0.133,-0.12021
6.4119,3.5792,-1.2116,-0.065348,0,0,0,0.27946,0.13558,-0.10419
6.1662,3.8206,-1.1113,-0.16428,0,0,0,0.27971,0.13816,-0.088157
5.9207,4.0625,-1.0105,-0.26288,0,0,0,0.27991,0.14074,-0.072128
5.6753,4.3049,-0.90917,-0.36112,0,0,0,0.28008,0.14333,-0.0561
5.4302,4.5478,-0.80742,-0.45899,0,0,0,0.2802,0.14592,-0.040071
5.1853,4.791,-0.70523,-0.55646,0,0,0,0.28029,0.14851,-0.024043
4.9408,5.0347,-0.60262,-0.6535,0,0,0,0.28033,0.1511,-0.0080143
4.6967,5.2786,-0.49958,-0.75011,0,0,0,0.28033,0.1537,0.0080143
4.453,5.5228,-0.39615,-0.84626,0,0,0,0.28029,0.15629,0.024043
4.2098,5.7673,-0.29233,-0.94193,0,0,0,0.2802,0.15888,0.040071
3.9671,6.0119,-0.18815,-1.0371,0,0,0,0.28008,0.16147,0.0561
3.725,6.2567,-0.083608,-1.1318,0,0,0,0.27991,0.16406,0.072128
3.4835,6.5015,0.02127,-1.2259,0,0,0,0.27971,0.16664,0.088157
3.2426,6.7464,0.12647,-1.3194,0,0,0,0.27946,0.16922,0.10419
3.0024,6.9912,0.23197,-1.4124,0,0,0,0.27917,0.1718,0.12021
2.763,7.2359,0.33776,-1.5049,0,0,0,0.27883,0.17437,0.13624
2.5243,7.4804,0.44381,-1.5967,0,0,0,0.27846,0.17693,0.15227
2.2865,7.7248,0.55012,-1.6878,0,0,0,0.27805,0.17949,0.1683
2.0494,7.9688,0.65666,-1.7784,0,0,0,0.27759,0.18204,0.18433
1.8133,8.2124,0.76341,-1.8683,0,0,0,0.2771,0.18459,0.20036
1.578,8.4557,0.87035,-1.9575,0,0,0,0.27656,0.18712,0.21639
1.3437,8.6984,0.97747,-2.046,0,0,0,0.27598,0.18965,0.23241
1.1104,8.9405,1.0847,-2.1338,0,0,0,0.27537,0.19217,0.24844
0.87803,9.1819,1.1921,-2.2209,0,0,0,0.27471,0.19468,0.26447
0.64672,9.4226,1.2997,-2.3072,0,0,0,0.27401,0.19717,0.2805
0.41647,9.6624,1.4073,-2.3928,0,0,0,0.27327,0.19966,0.29653
0.1873,9.9012,1.5149,-2.4776,0,0,0,0.2725,0.20213,0.31256
-0.040743,10.139,1.6226,-2.5616,0,0,0,0.27168,0.20459,0.32858
-0.26765,10.376,1.7304,-2.6448,0,0,0,0.27082,0.20704,0.34461
-0.49338,10.611,1.8381,-2.7272,0,0,0,0.26993,0.20947,0.36064
-0.71791,10.845,1.9458,-2.8088,0,0,0,0.26899,0.21189,0.37667
-0.94122,11.077,2.0535,-2.8895,0,0,0,0.26802,0.21429,0.3927
