Tensegrity Inverse Kinematics Results
Parameters:
Dimensionality, Timestamp, Nodes, Cables, Bars, Computation Method
2, 14-May-2019_13-42-26, 7, 4, 5, rigid body
Inputs: row = timestep and col = cable no.,Col > s = states,States are x y rot (per body)
10.854,-0.53009,-2.7691,1.7139,0,0,0,0.2682,0.18669,-0.3927
10.613,-0.31164,-2.6882,1.6127,0,0,0,0.26916,0.18906,-0.37667
10.371,-0.092012,-2.6065,1.5113,0,0,0,0.27008,0.19144,-0.36064
10.128,0.12878,-2.524,1.4099,0,0,0,0.27096,0.19384,-0.34461
9.8836,0.35071,-2.4408,1.3085,0,0,0,0.2718,0.19625,-0.32858
9.6381,0.57375,-2.3567,1.207,0,0,0,0.27261,0.19868,-0.31256
9.3917,0.79787,-2.272,1.1056,0,0,0,0.27338,0.20111,-0.29653
9.1444,1.023,-2.1864,1.0042,0,0,0,0.2741,0.20356,-0.2805
8.8964,1.2492,-2.1002,0.90291,0,0,0,0.27479,0.20602,-0.26447
8.6477,1.4764,-2.0133,0.8017,0,0,0,0.27544,0.2085,-0.24844
8.3984,1.7046,-1.9256,0.70062,0,0,0,0.27605,0.21098,-0.23241
8.1486,1.9336,-1.8373,0.59967,0,0,0,0.27662,0.21347,-0.21639
7.8984,2.1636,-1.7484,0.49889,0,0,0,0.27714,0.21597,-0.20036
7.6478,2.3944,-1.6588,0.39831,0,0,0,0.27763,0.21848,-0.18433
7.3969,2.6261,-1.5685,0.29793,0,0,0,0.27808,0.22099,-0.1683
7.1463,2.859,-1.4773,0.19808,0,0,0,0.27849,0.22352,-0.15227
6.9011,3.0985,-1.3819,0.10194,0,0,0,0.27886,0.22605,-0.13624
6.6559,3.3386,-1.2859,0.0060558,0,0,0,0.27918,0.22858,-0.12021
6.4105,3.5793,-1.1894,-0.089546,0,0,0,0.27947,0.23112,-0.10419
6.1652,3.8206,-1.0925,-0.18484,0,0,0,0.27971,0.23366,-0.088157
5.9199,4.0623,-0.99505,-0.27982,0,0,0,0.27992,0.23621,-0.072128
5.6748,4.3046,-0.89718,-0.37445,0,0,0,0.28008,0.23876,-0.0561
5.4298,4.5473,-0.79887,-0.46871,0,0,0,0.28021,0.24131,-0.040071
5.1851,4.7903,-0.70012,-0.56259,0,0,0,0.28029,0.24387,-0.024043
4.9406,5.0338,-0.60097,-0.65606,0,0,0,0.28033,0.24642,-0.0080143
4.6965,5.2775,-0.50141,-0.7491,0,0,0,0.28033,0.24898,0.0080143
4.4528,5.5215,-0.40146,-0.8417,0,0,0,0.28029,0.25153,0.024043
4.2096,5.7657,-0.30115,-0.93383,0,0,0,0.28021,0.25409,0.040071
3.9668,6.0101,-0.20048,-1.0255,0,0,0,0.28008,0.25664,0.0561
3.7245,6.2545,-0.099463,-1.1166,0,0,0,0.27992,0.25919,0.072128
3.4828,6.4991,0.0018753,-1.2073,0,0,0,0.27971,0.26174,0.088157
3.2417,6.7436,0.10352,-1.2973,0,0,0,0.27947,0.26428,0.10419
3.0013,6.9881,0.20546,-1.3869,0,0,0,0.27918,0.26682,0.12021
2.7615,7.2324,0.30767,-1.4758,0,0,0,0.27886,0.26935,0.13624
2.5225,7.4766,0.41014,-1.5642,0,0,0,0.27849,0.27188,0.15227
2.2843,7.7205,0.51285,-1.652,0,0,0,0.27808,0.27441,0.1683
2.0468,7.9641,0.61579,-1.7391,0,0,0,0.27763,0.27692,0.18433
1.8102,8.2073,0.71892,-1.8256,0,0,0,0.27714,0.27943,0.20036
1.5745,8.4501,0.82224,-1.9115,0,0,0,0.27662,0.28193,0.21639
1.3397,8.6923,0.92572,-1.9966,0,0,0,0.27605,0.28442,0.23241
1.1058,8.9339,1.0294,-2.0811,0,0,0,0.27544,0.2869,0.24844
0.8729,9.1748,1.1331,-2.1649,0,0,0,0.27479,0.28938,0.26447
0.64099,9.4149,1.237,-2.2479,0,0,0,0.2741,0.29184,0.2805
0.41011,9.6541,1.3409,-2.3303,0,0,0,0.27338,0.29429,0.29653
0.18029,9.8923,1.4449,-2.4118,0,0,0,0.27261,0.29672,0.31256
-0.048441,10.129,1.5489,-2.4926,0,0,0,0.2718,0.29915,0.32858
-0.27606,10.365,1.653,-2.5726,0,0,0,0.27096,0.30156,0.34461
-0.50252,10.6,1.7571,-2.6518,0,0,0,0.27008,0.30396,0.36064
-0.72782,10.833,1.8611,-2.7302,0,0,0,0.26916,0.30634,0.37667
-0.95192,11.065,1.9651,-2.8078,0,0,0,0.2682,0.30871,0.3927
