Tensegrity Inverse Kinematics Results
Parameters:
Dimensionality, Timestamp, Nodes, Cables, Bars, Computation Method
2, 11-Dec-2018_18-01-41, 8, 4, 6, rigid body
Inputs: row = timestep and col = cable no.
2.5323,2.8075,-0.22809,-0.34904
2.6247,2.7172,-0.35183,-0.22716
2.7174,2.6272,-0.47541,-0.10512
2.8105,2.5376,-0.59881,0.017067
2.9039,2.4483,-0.72204,0.1394
2.9976,2.3594,-0.84509,0.26186
3.0917,2.2708,-0.96796,0.38445
3.1861,2.1826,-1.0906,0.50715
3.2809,2.0947,-1.2131,0.62995
3.376,2.0072,-1.3354,0.75284
3.4714,1.92,-1.4575,0.87581
3.5671,1.8332,-1.5794,0.99885
3.6631,1.7468,-1.7011,1.1219
3.7594,1.6607,-1.8225,1.2451
3.8561,1.5749,-1.9438,1.3683
3.953,1.4895,-2.0648,1.4914
4.0503,1.4045,-2.1856,1.6146
4.1478,1.3199,-2.3062,1.7378
4.2456,1.2356,-2.4265,1.8609
4.3438,1.1517,-2.5467,1.9841
